timestamp,date,sales,revenue,product_category,region,average_price,units_sold,customer_satisfaction,comments,conversion_rate,return_rate,inventory_level,marketing_spend,discount_percentage,shipping_time_days
2023-07-21,2023-07-21,98,16629.41,Home & Garden,Central,172.53,98,1.3,Broke after a week of use,0.049,0.084,867,944.17,0.03,3
2023-07-22,2023-07-22,114,16462.67,Electronics,West,144.86,114,2.1,"Product as described, satisfied",0.014,0.025,232,975.77,0.23,6
2023-07-23,2023-07-23,152,10471.02,Home & Garden,North,70.11,152,2.2,"Product as described, satisfied",0.019,0.022,330,419.79,0.2,1
2023-07-24,2023-07-24,83,33826.25,Electronics,East,414.06,83,4.5,Amazing! Will buy again,0.016,0.017,536,372.18,0.17,5
2023-07-25,2023-07-25,103,30924.13,Electronics,East,311.31,103,3.5,Good value for money,0.021,0.054,174,513.63,0.09,5
2023-07-26,2023-07-26,110,26811.05,Electronics,South,238.37,110,3.3,"Product as described, satisfied",0.037,0.08,875,382.49,0.16,6
2023-07-27,2023-07-27,97,8469.22,Toys,East,90.06,97,3.0,Good value for money,0.04,0.054,534,854.41,0.11,6
2023-07-28,2023-07-28,114,9251.95,Home & Garden,West,79.08,114,1.5,Broke after a week of use,0.018,0.096,257,610.95,0.17,3
2023-07-29,2023-07-29,162,7361.0,Clothing,South,46.03,162,3.6,Shipping was delayed but product is good,0.016,0.061,266,350.78,0.07,2
2023-07-30,2023-07-30,150,14021.99,Sports,South,89.28,150,3.3,"Product as described, satisfied",0.016,0.044,817,430.65,0.03,4
2023-07-31,2023-07-31,104,21591.36,Sports,West,204.08,104,1.9,Not worth the price,0.019,0.089,324,336.92,0.0,6
2023-08-01,2023-08-01,132,12701.13,Clothing,South,99.69,132,2.8,Good value for money,0.024,0.018,537,928.67,0.01,2
2023-08-02,2023-08-02,129,20209.68,Electronics,West,157.17,129,2.9,"Average product, nothing special",0.04,0.024,538,486.99,0.18,6
2023-08-03,2023-08-03,105,6977.17,Clothing,South,68.71,105,1.1,Would not recommend to others,0.018,0.041,559,653.62,0.27,4
2023-08-04,2023-08-04,95,2773.27,Home & Garden,South,29.04,95,2.8,"Average product, nothing special",0.044,0.024,122,504.13,0.07,1
2023-08-05,2023-08-05,105,3087.71,Clothing,North,30.07,105,1.7,Would not recommend to others,0.025,0.082,452,775.69,0.04,5
2023-08-06,2023-08-06,119,44036.44,Electronics,North,354.83,119,2.5,Okay product but overpriced,0.013,0.012,844,572.26,0.23,2
2023-08-07,2023-08-07,121,7818.23,Electronics,South,63.55,121,4.7,Love it! Perfect for my needs,0.021,0.065,710,385.79,0.25,6
2023-08-08,2023-08-08,100,18711.26,Sports,West,191.29,100,4.9,Excellent service and fast delivery,0.01,0.074,735,660.42,0.3,2
2023-08-09,2023-08-09,123,10267.94,Electronics,East,85.52,123,2.4,"Average product, nothing special",0.043,0.094,267,435.26,0.28,1
2023-08-10,2023-08-10,78,9277.93,Electronics,South,123.26,78,4.9,Excellent service and fast delivery,0.028,0.055,321,523.86,0.2,5
2023-08-11,2023-08-11,133,12763.7,Clothing,South,93.02,133,4.0,"Great product, highly recommend!",0.012,0.011,291,697.17,0.12,3
2023-08-12,2023-08-12,103,22895.45,Sports,East,226.5,103,3.8,Okay product but overpriced,0.021,0.027,266,407.9,0.13,5
2023-08-13,2023-08-13,113,42108.7,Electronics,North,380.72,113,3.0,"Average product, nothing special",0.022,0.064,490,247.96,0.03,4
2023-08-14,2023-08-14,127,3065.18,Books,East,23.76,127,4.7,Amazing! Will buy again,0.043,0.061,691,908.55,0.12,2
2023-08-15,2023-08-15,121,49036.22,Electronics,West,421.95,121,3.3,Shipping was delayed but product is good,0.029,0.021,982,293.23,0.02,4
2023-08-16,2023-08-16,96,1866.47,Clothing,Central,19.38,96,1.4,Would not recommend to others,0.017,0.061,366,944.48,0.25,6
2023-08-17,2023-08-17,83,39753.62,Electronics,North,486.38,83,1.2,"Average product, nothing special",0.012,0.072,512,303.87,0.18,2
2023-08-18,2023-08-18,127,11096.31,Home & Garden,East,84.66,127,2.9,Good value for money,0.024,0.043,825,395.36,0.06,1
2023-08-19,2023-08-19,111,11522.58,Home & Garden,Central,106.78,111,2.5,"Product as described, satisfied",0.042,0.084,446,513.21,0.09,6
2023-08-20,2023-08-20,127,59902.31,Electronics,North,470.19,127,1.1,"Average product, nothing special",0.029,0.047,245,690.77,0.29,4
2023-08-21,2023-08-21,101,2354.39,Clothing,Central,24.24,101,3.5,Good value for money,0.048,0.07,169,419.2,0.17,3
2023-08-22,2023-08-22,104,21389.17,Sports,East,208.3,104,2.0,Okay product but overpriced,0.014,0.042,471,708.24,0.2,1
2023-08-23,2023-08-23,105,5716.8,Home & Garden,East,52.72,105,1.2,Would not recommend to others,0.027,0.025,891,601.34,0.07,4
2023-08-24,2023-08-24,87,13043.07,Clothing,Central,144.35,87,4.7,Love it! Perfect for my needs,0.047,0.067,666,462.89,0.23,4
2023-08-25,2023-08-25,86,6467.66,Clothing,North,72.84,86,1.6,Broke after a week of use,0.043,0.059,860,488.17,0.11,6
2023-08-26,2023-08-26,107,46063.66,Electronics,Central,429.9,107,2.2,Okay product but overpriced,0.033,0.039,135,344.8,0.0,6
2023-08-27,2023-08-27,116,2947.36,Books,East,25.81,116,3.7,"Product as described, satisfied",0.042,0.095,460,804.97,0.08,6
2023-08-28,2023-08-28,118,38660.96,Electronics,West,321.59,118,1.5,Disappointed with the quality,0.048,0.026,660,300.41,0.09,4
2023-08-29,2023-08-29,84,4069.03,Home & Garden,Central,48.84,84,4.0,"Great product, highly recommend!",0.046,0.018,453,190.22,0.0,4
2023-08-30,2023-08-30,87,3066.31,Clothing,South,37.01,87,4.3,Best purchase this year,0.049,0.022,308,881.57,0.28,3
2023-08-31,2023-08-31,98,6566.09,Electronics,West,67.73,98,1.1,"Average product, nothing special",0.033,0.011,808,375.79,0.01,4
2023-09-01,2023-09-01,114,21762.01,Home & Garden,East,195.28,114,3.8,Good value for money,0.021,0.091,437,594.88,0.02,3
2023-09-02,2023-09-02,80,16049.66,Sports,East,206.27,80,4.3,Best purchase this year,0.047,0.019,505,403.71,0.26,1
2023-09-03,2023-09-03,89,34560.54,Electronics,East,388.61,89,2.8,Good value for money,0.023,0.046,576,245.23,0.17,5
2023-09-04,2023-09-04,83,2900.61,Clothing,East,35.78,83,2.4,Shipping was delayed but product is good,0.026,0.071,151,131.21,0.12,5
2023-09-05,2023-09-05,88,30954.25,Electronics,West,338.68,88,4.6,Mediocre at best,0.022,0.031,470,316.48,0.2,5
2023-09-06,2023-09-06,111,13536.12,Clothing,West,126.29,111,4.0,"Average product, nothing special",0.024,0.07,343,173.11,0.3,1
2023-09-07,2023-09-07,105,10449.27,Toys,Central,97.96,105,3.3,"Average product, nothing special",0.045,0.036,520,657.45,0.12,3
2023-09-08,2023-09-08,98,28893.7,Electronics,South,303.9,98,4.7,Excellent service and fast delivery,0.038,0.084,600,801.57,0.0,5
2023-09-09,2023-09-09,137,60442.28,Electronics,West,450.46,137,1.8,Poor customer service experience,0.041,0.033,879,192.56,0.04,6
2023-09-10,2023-09-10,128,16846.37,Clothing,Central,129.33,128,3.4,"Product as described, satisfied",0.034,0.071,617,486.16,0.08,5
2023-09-11,2023-09-11,100,36609.09,Electronics,East,361.56,100,4.0,Shipping was delayed but product is good,0.019,0.015,217,645.4,0.25,1
2023-09-12,2023-09-12,87,5541.67,Clothing,Central,61.08,87,2.3,Okay product but overpriced,0.029,0.011,173,332.73,0.01,4
2023-09-13,2023-09-13,81,9415.81,Home & Garden,East,118.67,81,3.7,Good value for money,0.049,0.015,901,619.19,0.17,4
2023-09-14,2023-09-14,106,9434.65,Electronics,South,90.44,106,4.7,Amazing! Will buy again,0.026,0.023,743,364.02,0.16,5
2023-09-15,2023-09-15,98,4158.78,Books,Central,41.69,98,4.8,Love it! Perfect for my needs,0.022,0.01,344,296.1,0.2,4
2023-09-16,2023-09-16,118,2657.28,Home & Garden,East,22.92,118,3.7,Shipping was delayed but product is good,0.032,0.041,221,184.98,0.25,6
2023-09-17,2023-09-17,116,3436.7,Clothing,West,28.96,116,4.1,Love it! Perfect for my needs,0.015,0.01,740,420.94,0.08,1
2023-09-18,2023-09-18,108,18829.36,Home & Garden,South,173.21,108,3.1,Okay product but overpriced,0.013,0.059,441,646.42,0.12,2
2023-09-19,2023-09-19,86,15954.63,Electronics,West,191.71,86,4.9,Best purchase this year,0.028,0.058,886,996.01,0.17,5
2023-09-20,2023-09-20,62,11830.89,Electronics,North,187.58,62,3.7,"Product as described, satisfied",0.023,0.022,669,215.49,0.17,5
2023-09-21,2023-09-21,90,10504.64,Clothing,Central,116.72,90,3.9,"Average product, nothing special",0.035,0.027,123,356.09,0.13,4
2023-09-22,2023-09-22,82,5933.56,Sports,Central,69.16,82,1.4,Would not recommend to others,0.029,0.063,587,177.43,0.02,1
2023-09-23,2023-09-23,78,9329.39,Home & Garden,North,117.98,78,4.3,Amazing! Will buy again,0.012,0.055,720,327.08,0.09,4
2023-09-24,2023-09-24,136,28832.54,Sports,East,207.23,136,2.5,"Product as described, satisfied",0.036,0.052,270,731.56,0.17,3
2023-09-25,2023-09-25,80,828.57,Books,South,10.84,80,4.1,Excellent service and fast delivery,0.038,0.04,708,456.34,0.23,3
2023-09-26,2023-09-26,89,16118.46,Home & Garden,North,188.25,89,3.3,"Product as described, satisfied",0.049,0.044,155,405.37,0.15,1
2023-09-27,2023-09-27,97,14309.59,Clothing,South,149.7,97,2.6,Good value for money,0.015,0.089,473,448.55,0.2,3
2023-09-28,2023-09-28,116,2821.28,Clothing,Central,23.3,116,3.6,Okay product but overpriced,0.048,0.024,529,641.63,0.17,3
2023-09-29,2023-09-29,79,8173.25,Electronics,West,107.07,79,3.9,Good value for money,0.018,0.015,597,635.71,0.26,4
2023-09-30,2023-09-30,118,46497.76,Electronics,Central,411.36,118,3.3,Okay product but overpriced,0.046,0.046,366,229.12,0.05,3
2023-10-01,2023-10-01,132,4671.65,Home & Garden,West,34.51,132,3.3,"Product as described, satisfied",0.043,0.017,529,667.08,0.25,5
2023-10-02,2023-10-02,77,37818.92,Electronics,West,473.4,77,4.9,Love it! Perfect for my needs,0.017,0.075,136,464.88,0.15,4
2023-10-03,2023-10-03,107,4069.47,Books,South,36.89,107,4.8,Excellent service and fast delivery,0.011,0.098,177,832.95,0.08,1
2023-10-04,2023-10-04,95,12336.53,Home & Garden,North,135.91,95,3.4,Good value for money,0.046,0.044,294,498.32,0.01,5
2023-10-05,2023-10-05,78,12637.22,Sports,South,157.3,78,3.2,Okay product but overpriced,0.043,0.067,805,638.71,0.12,6
2023-10-06,2023-10-06,90,11748.24,Home & Garden,Central,128.92,90,3.3,"Product as described, satisfied",0.017,0.015,643,787.32,0.16,2
2023-10-07,2023-10-07,96,2394.75,Clothing,North,25.81,96,1.7,Poor customer service experience,0.018,0.045,146,458.01,0.15,3
2023-10-08,2023-10-08,98,16772.1,Home & Garden,South,171.05,98,1.2,Broke after a week of use,0.013,0.062,609,890.23,0.17,6
2023-10-09,2023-10-09,88,8020.48,Electronics,West,94.1,88,3.2,Good value for money,0.036,0.014,951,857.95,0.09,1
2023-10-10,2023-10-10,101,10839.71,Electronics,West,107.12,101,2.0,Not worth the price,0.024,0.099,715,954.08,0.04,3
2023-10-11,2023-10-11,69,2373.1,Home & Garden,Central,33.82,69,3.6,Shipping was delayed but product is good,0.026,0.054,473,121.6,0.1,2
2023-10-12,2023-10-12,115,56523.84,Electronics,East,480.52,115,2.3,Shipping was delayed but product is good,0.026,0.031,187,261.13,0.24,5
2023-10-13,2023-10-13,91,9191.71,Home & Garden,Central,105.52,91,2.1,Okay product but overpriced,0.024,0.08,993,316.6,0.26,5
2023-10-14,2023-10-14,98,23587.07,Electronics,Central,229.7,98,1.7,Would not recommend to others,0.042,0.04,757,478.01,0.17,5
2023-10-15,2023-10-15,99,22192.76,Sports,Central,219.95,99,1.6,Poor customer service experience,0.027,0.059,462,567.65,0.3,1
2023-10-16,2023-10-16,90,5951.15,Clothing,South,68.46,90,4.8,Love it! Perfect for my needs,0.045,0.092,992,287.48,0.11,5
2023-10-17,2023-10-17,93,8946.97,Home & Garden,West,95.31,93,3.3,Okay product but overpriced,0.016,0.052,598,613.26,0.06,5
2023-10-18,2023-10-18,108,22789.51,Electronics,South,209.67,108,2.0,"Average product, nothing special",0.038,0.061,816,761.52,0.18,3
2023-10-19,2023-10-19,83,14048.92,Electronics,Central,167.6,83,3.1,"Average product, nothing special",0.022,0.011,546,357.06,0.22,1
2023-10-20,2023-10-20,83,15681.04,Home & Garden,South,189.47,83,1.4,Poor customer service experience,0.035,0.06,466,569.24,0.27,2
2023-10-21,2023-10-21,119,54127.18,Electronics,West,437.75,119,3.4,"Average product, nothing special",0.042,0.049,774,921.74,0.17,2
2023-10-22,2023-10-22,107,14626.01,Electronics,East,139.39,107,3.2,Good value for money,0.034,0.048,653,173.42,0.03,2
2023-10-23,2023-10-23,88,5098.34,Home & Garden,East,58.52,88,4.2,Excellent service and fast delivery,0.011,0.068,701,818.79,0.28,1
2023-10-24,2023-10-24,113,51039.36,Electronics,East,448.78,113,3.7,"Average product, nothing special",0.037,0.094,997,748.14,0.09,6
2023-10-25,2023-10-25,120,18027.85,Electronics,North,153.99,120,1.9,Broke after a week of use,0.016,0.087,550,707.4,0.07,5
2023-10-26,2023-10-26,96,5331.85,Clothing,South,57.2,96,4.9,Excellent service and fast delivery,0.036,0.094,373,803.7,0.23,5
2023-10-27,2023-10-27,95,2487.5,Books,West,25.74,95,3.9,"Product as described, satisfied",0.033,0.029,554,380.97,0.13,4
2023-10-28,2023-10-28,93,4211.08,Clothing,South,46.35,93,1.8,Would not recommend to others,0.041,0.092,433,776.15,0.27,6
2023-10-29,2023-10-29,104,49151.4,Electronics,South,480.33,104,1.2,Would not recommend to others,0.029,0.02,323,385.25,0.24,6
2023-10-30,2023-10-30,128,57339.38,Electronics,West,436.41,128,1.6,Disappointed with the quality,0.038,0.095,714,398.46,0.15,4
2023-10-31,2023-10-31,104,4456.32,Home & Garden,East,41.59,104,4.4,Love it! Perfect for my needs,0.015,0.096,395,696.08,0.23,5
2023-11-01,2023-11-01,151,3274.81,Books,West,22.52,151,3.8,Shipping was delayed but product is good,0.04,0.071,327,885.74,0.05,1
2023-11-02,2023-11-02,140,10957.22,Clothing,North,79.19,140,1.7,Poor customer service experience,0.043,0.059,270,748.35,0.15,4
2023-11-03,2023-11-03,178,30742.34,Home & Garden,West,169.17,178,1.4,Not worth the price,0.044,0.07,727,426.68,0.26,5
2023-11-04,2023-11-04,152,33884.93,Electronics,Central,233.5,152,4.8,Love it! Perfect for my needs,0.037,0.067,343,323.91,0.28,2
2023-11-05,2023-11-05,139,8998.97,Clothing,Central,68.07,139,3.2,Good value for money,0.049,0.043,421,409.68,0.16,3
2023-11-06,2023-11-06,136,18186.58,Sports,West,138.74,136,4.9,Love it! Perfect for my needs,0.02,0.017,696,635.83,0.12,3
2023-11-07,2023-11-07,156,6557.82,Clothing,East,41.42,156,2.7,Good value for money,0.028,0.033,776,561.59,0.1,4
2023-11-08,2023-11-08,174,8423.6,Toys,West,49.17,174,1.2,"Average product, nothing special",0.018,0.048,297,100.2,0.27,6
2023-11-09,2023-11-09,114,4107.05,Clothing,Central,37.65,114,3.9,Okay product but overpriced,0.047,0.049,207,561.15,0.1,3
2023-11-10,2023-11-10,129,13780.34,Clothing,Central,112.03,129,5.0,Mediocre at best,0.019,0.015,270,135.06,0.12,5
2023-11-11,2023-11-11,176,44018.44,Electronics,South,249.88,176,4.4,Best purchase this year,0.045,0.011,800,514.66,0.3,3
2023-11-12,2023-11-12,141,11027.66,Toys,South,77.91,141,5.0,Love it! Perfect for my needs,0.044,0.019,735,411.02,0.0,3
2023-11-13,2023-11-13,140,60507.68,Electronics,West,418.49,140,1.0,"Average product, nothing special",0.022,0.032,310,161.37,0.06,4
2023-11-14,2023-11-14,133,32820.11,Electronics,North,237.83,133,4.6,Love it! Perfect for my needs,0.03,0.04,196,958.06,0.02,2
2023-11-15,2023-11-15,122,24360.84,Electronics,East,194.18,122,1.5,Poor customer service experience,0.035,0.021,163,918.49,0.06,5
2023-11-16,2023-11-16,147,4873.56,Home & Garden,West,34.01,147,4.4,Mediocre at best,0.017,0.087,111,560.6,0.23,6
2023-11-17,2023-11-17,168,6971.68,Books,West,42.78,168,2.1,"Product as described, satisfied",0.022,0.044,453,590.1,0.05,5
2023-11-18,2023-11-18,156,30460.63,Electronics,Central,189.64,156,4.0,"Product as described, satisfied",0.036,0.024,592,178.7,0.11,3
2023-11-19,2023-11-19,174,31521.12,Electronics,North,173.29,174,2.4,Shipping was delayed but product is good,0.012,0.026,452,953.0,0.04,5
2023-11-20,2023-11-20,163,82330.57,Electronics,Central,491.57,163,2.4,Okay product but overpriced,0.035,0.027,231,944.26,0.28,6
2023-11-21,2023-11-21,110,13427.22,Clothing,North,124.12,110,2.3,Shipping was delayed but product is good,0.035,0.042,233,636.82,0.24,3
2023-11-22,2023-11-22,111,15066.93,Electronics,West,138.51,111,3.6,Good value for money,0.034,0.073,426,841.6,0.06,3
2023-11-23,2023-11-23,121,8234.07,Sports,West,65.54,121,2.4,"Product as described, satisfied",0.037,0.012,721,384.49,0.02,4
2023-11-24,2023-11-24,132,28532.79,Electronics,North,224.06,132,2.2,"Product as described, satisfied",0.014,0.092,105,535.47,0.04,2
2023-11-25,2023-11-25,190,3036.83,Books,West,16.47,190,4.0,"Average product, nothing special",0.032,0.09,598,581.1,0.06,1
2023-11-26,2023-11-26,164,3889.11,Books,South,23.11,164,2.4,"Average product, nothing special",0.048,0.076,637,892.81,0.01,2
2023-11-27,2023-11-27,161,10208.57,Home & Garden,East,60.86,161,2.7,Okay product but overpriced,0.024,0.097,500,540.14,0.11,6
2023-11-28,2023-11-28,155,23979.34,Home & Garden,West,157.19,155,2.7,"Average product, nothing special",0.044,0.043,814,946.89,0.19,5
2023-11-29,2023-11-29,138,28356.25,Sports,West,215.13,138,2.6,"Average product, nothing special",0.037,0.051,774,421.28,0.19,2
2023-11-30,2023-11-30,108,9376.98,Clothing,North,88.67,108,4.0,"Average product, nothing special",0.029,0.029,970,743.61,0.29,3
2023-12-01,2023-12-01,167,30961.26,Home & Garden,North,181.63,167,2.0,Okay product but overpriced,0.028,0.021,285,100.85,0.01,6
2023-12-02,2023-12-02,172,60243.91,Electronics,Central,348.49,172,1.6,Would not recommend to others,0.039,0.064,758,792.77,0.29,4
2023-12-03,2023-12-03,127,45134.84,Electronics,East,341.81,127,1.5,Disappointed with the quality,0.023,0.083,637,454.27,0.14,6
2023-12-04,2023-12-04,121,54880.6,Electronics,North,441.34,121,4.4,Excellent service and fast delivery,0.017,0.049,248,735.94,0.16,4
2023-12-05,2023-12-05,129,18408.37,Electronics,North,145.29,129,3.2,Good value for money,0.044,0.07,491,957.81,0.22,6
2023-12-06,2023-12-06,114,7764.38,Home & Garden,South,66.6,114,1.5,Not worth the price,0.022,0.058,607,640.52,0.05,3
2023-12-07,2023-12-07,136,20684.57,Clothing,Central,145.93,136,4.0,"Great product, highly recommend!",0.034,0.027,700,661.04,0.18,3
2023-12-08,2023-12-08,159,12366.08,Home & Garden,South,80.2,159,4.2,Excellent service and fast delivery,0.017,0.018,492,692.48,0.13,2
2023-12-09,2023-12-09,190,16329.66,Home & Garden,West,82.46,190,3.0,"Product as described, satisfied",0.023,0.076,133,527.29,0.1,6
2023-12-10,2023-12-10,179,53399.12,Electronics,North,298.77,179,1.3,Would not recommend to others,0.049,0.057,652,312.95,0.15,3
2023-12-11,2023-12-11,167,15903.13,Electronics,South,97.77,167,1.8,Broke after a week of use,0.03,0.079,155,619.13,0.04,1
2023-12-12,2023-12-12,135,54813.48,Electronics,East,425.37,135,2.8,Okay product but overpriced,0.044,0.034,479,135.93,0.13,4
2023-12-13,2023-12-13,121,9280.24,Home & Garden,South,79.84,121,2.5,"Average product, nothing special",0.014,0.079,969,973.07,0.26,4
2023-12-14,2023-12-14,127,6764.72,Clothing,Central,53.5,127,2.9,Shipping was delayed but product is good,0.04,0.035,386,932.18,0.02,3
2023-12-15,2023-12-15,150,5032.99,Books,South,34.41,150,2.4,Good value for money,0.044,0.06,563,189.62,0.0,6
2023-12-16,2023-12-16,132,17283.13,Home & Garden,North,128.58,132,4.7,Amazing! Will buy again,0.033,0.021,623,789.71,0.12,6
2023-12-17,2023-12-17,189,24828.82,Clothing,North,136.4,189,2.2,Shipping was delayed but product is good,0.018,0.092,784,708.76,0.09,2
2023-12-18,2023-12-18,156,12469.51,Clothing,Central,79.01,156,1.2,"Average product, nothing special",0.023,0.052,233,986.19,0.06,1
2023-12-19,2023-12-19,165,65780.3,Electronics,West,396.08,165,1.1,Would not recommend to others,0.011,0.05,834,896.71,0.03,4
2023-12-20,2023-12-20,171,4203.89,Books,South,25.52,171,4.7,Love it! Perfect for my needs,0.04,0.095,708,427.06,0.28,2
2023-12-21,2023-12-21,157,59825.26,Electronics,Central,365.36,157,1.8,Disappointed with the quality,0.042,0.076,157,448.5,0.08,2
2023-12-22,2023-12-22,160,11373.41,Toys,North,67.85,160,2.5,"Product as described, satisfied",0.042,0.049,882,262.59,0.28,2
2023-12-23,2023-12-23,159,62727.07,Electronics,Central,390.29,159,2.8,"Average product, nothing special",0.04,0.031,152,369.94,0.14,2
2023-12-24,2023-12-24,144,13357.92,Home & Garden,Central,92.0,144,4.5,"Great product, highly recommend!",0.016,0.064,698,477.4,0.21,3
2023-12-25,2023-12-25,177,3835.16,Home & Garden,East,21.32,177,1.2,Disappointed with the quality,0.025,0.098,478,551.75,0.27,5
2023-12-26,2023-12-26,174,28344.51,Home & Garden,West,163.6,174,2.9,Shipping was delayed but product is good,0.025,0.097,727,174.9,0.26,3
2023-12-27,2023-12-27,158,48759.75,Electronics,East,297.37,158,1.8,Would not recommend to others,0.043,0.06,149,974.66,0.15,2
2023-12-28,2023-12-28,153,25865.3,Home & Garden,Central,174.41,153,1.5,Disappointed with the quality,0.022,0.08,524,304.73,0.05,2
2023-12-29,2023-12-29,198,4689.83,Books,East,23.72,198,1.7,Would not recommend to others,0.046,0.051,738,985.34,0.02,1
2023-12-30,2023-12-30,154,7792.84,Clothing,West,53.05,154,1.1,Disappointed with the quality,0.041,0.022,520,645.31,0.13,1
2023-12-31,2023-12-31,215,3668.99,Clothing,North,16.42,215,2.7,Okay product but overpriced,0.031,0.053,450,898.68,0.27,3
2024-01-01,2024-01-01,144,20197.16,Clothing,East,140.13,144,2.8,Okay product but overpriced,0.021,0.096,228,621.85,0.08,2
2024-01-02,2024-01-02,107,21544.65,Home & Garden,West,199.78,107,1.3,Would not recommend to others,0.016,0.05,559,332.91,0.09,1
2024-01-03,2024-01-03,145,69156.84,Electronics,West,484.95,145,3.3,"Product as described, satisfied",0.046,0.011,829,953.53,0.03,1
2024-01-04,2024-01-04,93,2858.64,Books,Central,31.5,93,2.8,"Product as described, satisfied",0.038,0.076,995,358.76,0.16,4
2024-01-05,2024-01-05,146,7625.81,Home & Garden,Central,50.45,146,3.0,"Average product, nothing special",0.034,0.03,589,725.47,0.15,6
2024-01-06,2024-01-06,149,9377.58,Clothing,West,65.08,149,2.5,Shipping was delayed but product is good,0.024,0.049,803,535.76,0.24,4
2024-01-07,2024-01-07,134,54010.89,Electronics,West,414.49,134,3.0,Okay product but overpriced,0.02,0.011,683,559.98,0.13,6
2024-01-08,2024-01-08,122,21549.07,Home & Garden,Central,175.42,122,4.5,Mediocre at best,0.033,0.075,434,183.2,0.14,3
2024-01-09,2024-01-09,167,13954.42,Sports,East,79.9,167,2.0,"Average product, nothing special",0.024,0.091,969,499.1,0.1,4
2024-01-10,2024-01-10,161,7984.2,Clothing,North,51.92,161,1.2,Not worth the price,0.025,0.042,384,541.92,0.1,2
2024-01-11,2024-01-11,106,51516.53,Electronics,West,488.71,106,3.3,"Average product, nothing special",0.049,0.032,713,744.39,0.18,1
2024-01-12,2024-01-12,151,3657.14,Clothing,West,23.65,151,1.8,Not worth the price,0.044,0.013,859,514.3,0.07,1
2024-01-13,2024-01-13,123,1563.36,Books,Central,12.91,123,3.5,Shipping was delayed but product is good,0.032,0.021,360,314.88,0.06,3
2024-01-14,2024-01-14,165,7238.93,Clothing,West,44.36,165,4.9,Mediocre at best,0.048,0.082,317,161.23,0.1,2
2024-01-15,2024-01-15,141,23336.7,Home & Garden,North,159.99,141,2.4,"Average product, nothing special",0.037,0.038,154,731.41,0.0,3
2024-01-16,2024-01-16,138,48980.03,Electronics,East,362.02,138,4.2,Love it! Perfect for my needs,0.022,0.05,754,723.63,0.3,2
2024-01-17,2024-01-17,143,13436.74,Clothing,West,97.31,143,4.0,Excellent service and fast delivery,0.033,0.035,526,400.4,0.17,6
2024-01-18,2024-01-18,100,12770.87,Home & Garden,East,133.71,100,1.9,Not worth the price,0.03,0.038,263,553.72,0.1,2
2024-01-19,2024-01-19,154,7023.74,Home & Garden,East,43.99,154,3.8,"Average product, nothing special",0.014,0.08,827,790.99,0.03,4
2024-01-20,2024-01-20,140,21596.34,Sports,Central,154.9,140,3.1,"Average product, nothing special",0.011,0.068,173,491.51,0.09,4
2024-01-21,2024-01-21,171,59692.43,Electronics,East,361.24,171,1.4,Would not recommend to others,0.016,0.089,575,520.53,0.03,4
2024-01-22,2024-01-22,144,29140.66,Sports,North,211.34,144,1.4,Broke after a week of use,0.012,0.033,222,334.04,0.12,6
2024-01-23,2024-01-23,168,20625.75,Clothing,South,127.72,168,3.9,Shipping was delayed but product is good,0.021,0.068,406,997.91,0.08,2
2024-01-24,2024-01-24,152,1707.46,Books,South,10.99,152,4.3,"Great product, highly recommend!",0.049,0.098,158,839.66,0.19,4
2024-01-25,2024-01-25,140,49936.95,Electronics,West,342.58,140,2.8,Okay product but overpriced,0.012,0.043,843,731.35,0.14,1
2024-01-26,2024-01-26,153,16202.36,Home & Garden,South,104.42,153,2.2,Shipping was delayed but product is good,0.031,0.016,975,424.05,0.14,3
2024-01-27,2024-01-27,163,16622.86,Clothing,West,104.4,163,2.3,Okay product but overpriced,0.015,0.069,135,637.91,0.26,6
2024-01-28,2024-01-28,115,12009.22,Home & Garden,North,102.67,115,4.3,Love it! Perfect for my needs,0.02,0.048,854,889.41,0.07,4
2024-01-29,2024-01-29,180,17805.13,Electronics,East,95.85,180,4.0,"Great product, highly recommend!",0.012,0.086,494,408.16,0.16,1
2024-01-30,2024-01-30,131,11882.97,Clothing,West,93.63,131,1.7,Not worth the price,0.012,0.063,856,115.75,0.01,4
2024-01-31,2024-01-31,121,12035.32,Sports,East,98.52,121,2.1,"Product as described, satisfied",0.011,0.076,663,622.68,0.22,5
2024-02-01,2024-02-01,92,18482.31,Electronics,East,208.62,92,3.7,Shipping was delayed but product is good,0.044,0.097,665,265.69,0.03,5
2024-02-02,2024-02-02,179,23978.87,Home & Garden,Central,131.29,179,4.3,Love it! Perfect for my needs,0.012,0.077,865,357.52,0.19,2
2024-02-03,2024-02-03,150,1643.83,Books,East,11.34,150,3.8,Shipping was delayed but product is good,0.017,0.031,544,923.35,0.06,1
2024-02-04,2024-02-04,200,15933.05,Clothing,Central,82.58,200,3.6,Okay product but overpriced,0.019,0.024,715,634.32,0.23,2
2024-02-05,2024-02-05,147,13384.81,Home & Garden,East,92.98,147,2.2,"Average product, nothing special",0.024,0.061,327,923.76,0.08,6
2024-02-06,2024-02-06,157,52439.58,Electronics,West,345.45,157,4.9,Mediocre at best,0.028,0.095,709,371.43,0.06,2
2024-02-07,2024-02-07,114,12979.63,Electronics,East,114.74,114,4.2,Amazing! Will buy again,0.016,0.022,679,277.46,0.03,2
2024-02-08,2024-02-08,120,5223.2,Books,South,42.86,120,3.1,"Average product, nothing special",0.037,0.071,665,339.49,0.01,3
