"file","line_start","line_end","type","description","test_status","test_file","notes"
"docs/user_guide/configuration.rst","20","20","inline","Inline code: ~/.orchestrator/","test_created","tests/snippet_tests_working/test_snippets_batch_20.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","33","35","bash","----------------------","test_created","tests/snippet_tests_working/test_snippets_batch_20.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","38","38","inline","Inline code: ~/.orchestrator/","test_created","tests/snippet_tests_working/test_snippets_batch_20.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","39","39","inline","Inline code: models.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_20.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","39","39","inline","Inline code: orchestrator.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_20.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","53","81","yaml","~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_20.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","86","91","yaml","- llama3.2:1b","test_created","tests/snippet_tests_working/test_snippets_batch_20.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","99","129","yaml","~~~~~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_20.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","137","144","bash","---------------------","test_created","tests/snippet_tests_working/test_snippets_batch_21.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","161","167","python","------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_21.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","176","187","yaml","Development Environment","test_created","tests/snippet_tests_working/test_snippets_batch_21.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","193","206","yaml","Production Environment","test_created","tests/snippet_tests_working/test_snippets_batch_21.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","212","224","yaml","Resource-Constrained Environment","test_created","tests/snippet_tests_working/test_snippets_batch_21.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","230","242","yaml","High-Performance Environment","test_created","tests/snippet_tests_working/test_snippets_batch_21.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","9","9","inline","Inline code: models.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_21.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","16","61","yaml","Configuration Structure","test_created","tests/snippet_tests_working/test_snippets_batch_21.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","88","88","inline","Inline code: 0.082b","test_created","tests/snippet_tests_working/test_snippets_batch_21.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","90","90","inline","Inline code: 1.5t","test_created","tests/snippet_tests_working/test_snippets_batch_21.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","104","112","python","~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_22.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","119","119","inline","Inline code: ollama pull <model>","test_created","tests/snippet_tests_working/test_snippets_batch_22.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","121","121","inline","Inline code: 📥 Downloading Ollama model: llama3.1:8b","test_created","tests/snippet_tests_working/test_snippets_batch_22.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","130","133","yaml","~~~~~~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_22.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","156","162","yaml","~~~~~~~~~~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_22.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","170","178","yaml","~~~~~~~~~~~~~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_22.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","186","196","yaml","~~~~~~~~~~~~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_22.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","204","240","yaml","----------------","test_created","tests/snippet_tests_working/test_snippets_batch_22.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","280","291","python","----------------------","test_created","tests/snippet_tests_working/test_snippets_batch_22.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","296","299","text","result = pipeline.run(topic=""AI agents"")","test_created","tests/snippet_tests_working/test_snippets_batch_22.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","305","305","inline","Inline code: expertise: code","test_created","tests/snippet_tests_working/test_snippets_batch_23.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","306","306","inline","Inline code: expertise: reasoning","test_created","tests/snippet_tests_working/test_snippets_batch_23.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","307","307","inline","Inline code: expertise: fast","test_created","tests/snippet_tests_working/test_snippets_batch_23.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","337","338","text","~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_23.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","341","341","inline","Inline code: ollama serve","test_created","tests/snippet_tests_working/test_snippets_batch_23.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","342","342","inline","Inline code: ollama pull gemma2:27b","test_created","tests/snippet_tests_working/test_snippets_batch_23.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","348","349","text","- Try manual installation: ``ollama pull gemma2:27b``","test_created","tests/snippet_tests_working/test_snippets_batch_23.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","359","360","text","- Ensure required models are configured","test_created","tests/snippet_tests_working/test_snippets_batch_23.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","362","362","inline","Inline code: export OPENAI_API_KEY=""sk-...""","test_created","tests/snippet_tests_working/test_snippets_batch_23.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","368","368","inline","Inline code: models.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_23.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","371","371","inline","Inline code: ~/.orchestrator/models.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_24.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","373","373","inline","Inline code: $ORCHESTRATOR_HOME/models.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_24.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","12","12","inline","Inline code: orc.init_models()","test_created","tests/snippet_tests_working/test_snippets_batch_24.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","17","17","inline","Inline code: llama3.2:1b","test_created","tests/snippet_tests_working/test_snippets_batch_24.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","21","21","inline","Inline code: TinyLlama/TinyLlama-1.1B-Chat-v1.0","test_created","tests/snippet_tests_working/test_snippets_batch_24.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","34","50","python","Initializing Models","test_created","tests/snippet_tests_working/test_snippets_batch_24.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","60","67","bash","**Ollama Models (Recommended)**","test_created","tests/snippet_tests_working/test_snippets_batch_24.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","74","75","bash","**HuggingFace Models**","test_created","tests/snippet_tests_working/test_snippets_batch_24.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","82","85","bash","**Cloud Models**","test_created","tests/snippet_tests_working/test_snippets_batch_24.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","96","103","python","OpenAI Models","test_created","tests/snippet_tests_working/test_snippets_batch_24.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","109","116","python","Anthropic Models","test_created","tests/snippet_tests_working/test_snippets_batch_25.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","122","128","python","Local Models","test_created","tests/snippet_tests_working/test_snippets_batch_25.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","136","144","python","--------------","test_created","tests/snippet_tests_working/test_snippets_batch_25.py","Working test created with basic validation"
"docs/user_guide/yaml_configuration.rst","26","44","yaml","--------------------","test_created","tests/snippet_tests_working/test_snippets_batch_25.py","Working test created with basic validation"
"docs/user_guide/yaml_configuration.rst","52","65","yaml","------------------","test_created","tests/snippet_tests_working/test_snippets_batch_25.py","Working test created with basic validation"
"docs/user_guide/yaml_configuration.rst","73","80","yaml","---------------","test_created","tests/snippet_tests_working/test_snippets_batch_25.py","Working test created with basic validation"
"docs/api/core.rst","20","20","inline","Inline code: start()","test_created","tests/snippet_tests_working/test_snippets_batch_25.py","Working test created with basic validation"
"docs/api/core.rst","21","21","inline","Inline code: complete(result)","test_created","tests/snippet_tests_working/test_snippets_batch_25.py","Working test created with basic validation"
"docs/api/core.rst","22","22","inline","Inline code: fail(error)","test_created","tests/snippet_tests_working/test_snippets_batch_25.py","Working test created with basic validation"
"docs/api/core.rst","23","23","inline","Inline code: is_ready()","test_created","tests/snippet_tests_working/test_snippets_batch_25.py","Working test created with basic validation"
"docs/api/core.rst","31","31","inline","Inline code: add_task(task)","test_created","tests/snippet_tests_working/test_snippets_batch_26.py","Working test created with basic validation"
"docs/api/core.rst","32","32","inline","Inline code: get_task(task_id)","test_created","tests/snippet_tests_working/test_snippets_batch_26.py","Working test created with basic validation"
"docs/api/core.rst","33","33","inline","Inline code: get_execution_order()","test_created","tests/snippet_tests_working/test_snippets_batch_26.py","Working test created with basic validation"
"docs/api/core.rst","34","34","inline","Inline code: set_context(key, value)","test_created","tests/snippet_tests_working/test_snippets_batch_26.py","Working test created with basic validation"
"docs/api/core.rst","42","42","inline","Inline code: generate(prompt, **kwargs)","test_created","tests/snippet_tests_working/test_snippets_batch_26.py","Working test created with basic validation"
"docs/api/core.rst","43","43","inline","Inline code: generate_structured(prompt, schema, **kwargs)","test_created","tests/snippet_tests_working/test_snippets_batch_26.py","Working test created with basic validation"
"docs/api/core.rst","44","44","inline","Inline code: can_execute(task)","test_created","tests/snippet_tests_working/test_snippets_batch_26.py","Working test created with basic validation"
"docs/api/core.rst","52","52","inline","Inline code: execute_task(task, context)","test_created","tests/snippet_tests_working/test_snippets_batch_26.py","Working test created with basic validation"
"docs/api/core.rst","53","53","inline","Inline code: execute_pipeline(pipeline)","test_created","tests/snippet_tests_working/test_snippets_batch_26.py","Working test created with basic validation"
"docs/api/core.rst","54","54","inline","Inline code: get_capabilities()","test_created","tests/snippet_tests_working/test_snippets_batch_26.py","Working test created with basic validation"
"docs/api/core.rst","108","125","python","Basic Usage","test_created","tests/snippet_tests_working/test_snippets_batch_27.py","Working test created with basic validation"
"docs/api/core.rst","131","140","yaml","YAML Configuration","test_created","tests/snippet_tests_working/test_snippets_batch_27.py","Working test created with basic validation"
"docs/api/core.rst","146","153","python","Error Handling","test_created","tests/snippet_tests_working/test_snippets_batch_27.py","Working test created with basic validation"
"docs/api/compiler.rst","15","15","inline","Inline code: compile(yaml_content)","test_created","tests/snippet_tests_working/test_snippets_batch_27.py","Working test created with basic validation"
"docs/api/compiler.rst","16","16","inline","Inline code: compile_file(file_path)","test_created","tests/snippet_tests_working/test_snippets_batch_27.py","Working test created with basic validation"
"docs/api/compiler.rst","22","26","python","- ``compile_file(file_path)`` - Compile YAML file to Pipeline","test_created","tests/snippet_tests_working/test_snippets_batch_27.py","Working test created with basic validation"
"docs/api/compiler.rst","33","33","inline","Inline code: validate(pipeline_dict)","test_created","tests/snippet_tests_working/test_snippets_batch_27.py","Working test created with basic validation"
"docs/api/compiler.rst","34","34","inline","Inline code: get_schema()","test_created","tests/snippet_tests_working/test_snippets_batch_27.py","Working test created with basic validation"
"docs/api/compiler.rst","42","42","inline","Inline code: resolve_ambiguity(ambiguity_dict)","test_created","tests/snippet_tests_working/test_snippets_batch_27.py","Working test created with basic validation"
"docs/api/compiler.rst","43","43","inline","Inline code: classify_ambiguity(content)","test_created","tests/snippet_tests_working/test_snippets_batch_27.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","55","64","bash","Installation","test_created","tests/snippet_tests_working/test_snippets_batch_28.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","70","75","bash","Starting Jupyter","test_created","tests/snippet_tests_working/test_snippets_batch_28.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","85","85","inline","Inline code: 01_getting_started.ipynb","test_created","tests/snippet_tests_working/test_snippets_batch_28.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","112","130","python","* Create a multi-task workflow with dependencies","test_created","tests/snippet_tests_working/test_snippets_batch_28.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","138","138","inline","Inline code: 02_yaml_configuration.ipynb","test_created","tests/snippet_tests_working/test_snippets_batch_28.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","165","186","yaml","* Use template variables for dynamic workflows","test_created","tests/snippet_tests_working/test_snippets_batch_28.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","194","194","inline","Inline code: 03_advanced_model_integration.ipynb","test_created","tests/snippet_tests_working/test_snippets_batch_28.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","221","234","python","* Implement fallback strategies","test_created","tests/snippet_tests_working/test_snippets_batch_28.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","275","291","text","----------------------","test_created","tests/snippet_tests_working/test_snippets_batch_28.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","310","315","bash","Common Issues and Solutions","test_created","tests/snippet_tests_working/test_snippets_batch_28.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","319","324","python","# Or install JupyterLab","test_created","tests/snippet_tests_working/test_snippets_batch_29.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","328","330","python","# Or install in development mode","test_created","tests/snippet_tests_working/test_snippets_batch_29.py","Working test created with basic validation"
"docs/tutorials/notebooks.rst","334","336","python","# Mock models need explicit responses","test_created","tests/snippet_tests_working/test_snippets_batch_29.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","28","40","python","* **Action** - What the task does (e.g., ""generate_text"", ""classify"")","test_created","tests/snippet_tests_working/test_snippets_batch_29.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","48","59","python","~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_29.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","71","78","python","* **Local models** (running on your machine)","test_created","tests/snippet_tests_working/test_snippets_batch_29.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","91","97","python","* Handles task dependencies","test_created","tests/snippet_tests_working/test_snippets_batch_29.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","105","115","python","-----------------","test_created","tests/snippet_tests_working/test_snippets_batch_29.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","123","126","text","~~~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_29.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","136","150","python","~~~~~~~~~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_29.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","165","171","python","4. **Executes** tasks in dependency order","test_created","tests/snippet_tests_working/test_snippets_batch_30.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","184","191","python","* **Requirements** - What the task needs","test_created","tests/snippet_tests_working/test_snippets_batch_30.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","202","209","python","Retry Strategies","test_created","tests/snippet_tests_working/test_snippets_batch_30.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","215","220","python","Circuit Breakers","test_created","tests/snippet_tests_working/test_snippets_batch_30.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","226","232","python","Fallback Models","test_created","tests/snippet_tests_working/test_snippets_batch_30.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","243","250","python","Checkpointing","test_created","tests/snippet_tests_working/test_snippets_batch_30.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","256","258","python","Recovery","test_created","tests/snippet_tests_working/test_snippets_batch_30.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","266","283","yaml","-----------------","test_created","tests/snippet_tests_working/test_snippets_batch_30.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","288","294","python","- extract","test_created","tests/snippet_tests_working/test_snippets_batch_30.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","303","310","python","Resource Management","test_created","tests/snippet_tests_working/test_snippets_batch_30.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","316","323","python","Parallel Execution","test_created","tests/snippet_tests_working/test_snippets_batch_31.py","Working test created with basic validation"
"docs/getting_started/basic_concepts.rst","329","336","python","Caching","test_created","tests/snippet_tests_working/test_snippets_batch_31.py","Working test created with basic validation"
"docs/getting_started/quickstart.rst","13","39","python","-------------------","test_created","tests/snippet_tests_working/test_snippets_batch_31.py","Working test created with basic validation"
"docs/getting_started/quickstart.rst","47","86","python","-------------------","test_created","tests/snippet_tests_working/test_snippets_batch_31.py","Working test created with basic validation"
"docs/getting_started/quickstart.rst","94","120","yaml","-----------------","test_created","tests/snippet_tests_working/test_snippets_batch_31.py","Working test created with basic validation"
"docs/getting_started/quickstart.rst","125","133","python","- story","test_created","tests/snippet_tests_working/test_snippets_batch_31.py","Working test created with basic validation"
"docs/getting_started/quickstart.rst","141","155","python","--------------","test_created","tests/snippet_tests_working/test_snippets_batch_31.py","Working test created with basic validation"
"docs/getting_started/quickstart.rst","163","176","python","--------------","test_created","tests/snippet_tests_working/test_snippets_batch_31.py","Working test created with basic validation"
"docs/getting_started/quickstart.rst","184","194","python","---------------","test_created","tests/snippet_tests_working/test_snippets_batch_31.py","Working test created with basic validation"
"docs/getting_started/quickstart.rst","202","214","python","--------------------","test_created","tests/snippet_tests_working/test_snippets_batch_31.py","Working test created with basic validation"
"docs/getting_started/installation.rst","26","27","bash","------------------","test_created","tests/snippet_tests_working/test_snippets_batch_32.py","Working test created with basic validation"
"docs/getting_started/installation.rst","37","40","bash","------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_32.py","Working test created with basic validation"
"docs/getting_started/installation.rst","56","57","bash",".. tab:: Docker Support","test_created","tests/snippet_tests_working/test_snippets_batch_32.py","Working test created with basic validation"
"docs/getting_started/installation.rst","64","65","bash",".. tab:: Database Support","test_created","tests/snippet_tests_working/test_snippets_batch_32.py","Working test created with basic validation"
"docs/getting_started/installation.rst","72","73","bash",".. tab:: All Features","test_created","tests/snippet_tests_working/test_snippets_batch_32.py","Working test created with basic validation"
"docs/getting_started/installation.rst","81","92","python","---------------------","test_created","tests/snippet_tests_working/test_snippets_batch_32.py","Working test created with basic validation"
"docs/getting_started/installation.rst","105","113","bash","~~~~~~~~~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_32.py","Working test created with basic validation"
"docs/getting_started/installation.rst","121","129","bash","~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_32.py","Working test created with basic validation"
"docs/getting_started/installation.rst","137","139","bash","~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_32.py","Working test created with basic validation"
"docs/getting_started/installation.rst","147","147","inline","Inline code: pip install --user py-orc","test_created","tests/snippet_tests_working/test_snippets_batch_32.py","Working test created with basic validation"
"docs/getting_started/installation.rst","150","150","inline","Inline code: python --version","test_created","tests/snippet_tests_working/test_snippets_batch_33.py","Working test created with basic validation"
"docs/getting_started/installation.rst","157","166","bash","**Missing Dependencies**","test_created","tests/snippet_tests_working/test_snippets_batch_33.py","Working test created with basic validation"
"docs/getting_started/installation.rst","172","174","bash","**Docker Issues**","test_created","tests/snippet_tests_working/test_snippets_batch_33.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","24","46","python","-------------","test_created","tests/snippet_tests_working/test_snippets_batch_33.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","54","88","python","--------------------","test_created","tests/snippet_tests_working/test_snippets_batch_33.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","96","114","python","-----------------------","test_created","tests/snippet_tests_working/test_snippets_batch_33.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","122","143","python","------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_33.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","151","181","python","---------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_33.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","189","214","python","-----------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_33.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","222","255","yaml","--------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_33.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","260","281","python","- analyze_themes","test_created","tests/snippet_tests_working/test_snippets_batch_34.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","289","313","python","----------------------","test_created","tests/snippet_tests_working/test_snippets_batch_34.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","321","351","python","--------------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_34.py","Working test created with basic validation"
"docs/getting_started/your_first_pipeline.rst","359","474","python","----------------","test_created","tests/snippet_tests_working/test_snippets_batch_34.py","Working test created with basic validation"
"docs_sphinx/index.rst","43","56","python","Quick Example","test_created","tests/snippet_tests_working/test_snippets_batch_34.py","Working test created with basic validation"
"docs_sphinx/getting_started.rst","29","43","yaml","---------","test_created","tests/snippet_tests_working/test_snippets_batch_34.py","Working test created with basic validation"
"docs_sphinx/getting_started.rst","61","64","yaml","---------","test_created","tests/snippet_tests_working/test_snippets_batch_34.py","Working test created with basic validation"
"docs_sphinx/getting_started.rst","79","79","inline","Inline code: research.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_34.py","Working test created with basic validation"
"docs_sphinx/getting_started.rst","83","108","yaml","Let's create a simple research pipeline:","test_created","tests/snippet_tests_working/test_snippets_batch_34.py","Working test created with basic validation"
"docs_sphinx/getting_started.rst","113","126","python","style: <AUTO>Choose appropriate summary style</AUTO>","test_created","tests/snippet_tests_working/test_snippets_batch_34.py","Working test created with basic validation"
"docs_sphinx/getting_started.rst","141","148","python",".. tab:: Python","test_created","tests/snippet_tests_working/test_snippets_batch_35.py","Working test created with basic validation"
"docs_sphinx/getting_started.rst","153","160","yaml","eco_report = pipeline.run(topic=""Economics"", style=""executive"")","test_created","tests/snippet_tests_working/test_snippets_batch_35.py","Working test created with basic validation"
"docs_sphinx/getting_started.rst","168","177","yaml","----------------","test_created","tests/snippet_tests_working/test_snippets_batch_35.py","Working test created with basic validation"
"docs_sphinx/getting_started.rst","185","193","python","---------------","test_created","tests/snippet_tests_working/test_snippets_batch_35.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","19","31","yaml","---------------------","test_created","tests/snippet_tests_working/test_snippets_batch_35.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","55","62","yaml","------------","test_created","tests/snippet_tests_working/test_snippets_batch_35.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","70","87","yaml","-----------------","test_created","tests/snippet_tests_working/test_snippets_batch_35.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","98","109","yaml","Template Syntax","test_created","tests/snippet_tests_working/test_snippets_batch_35.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","120","129","yaml","- **Compile-time**: Static values resolved when pipeline is compiled","test_created","tests/snippet_tests_working/test_snippets_batch_35.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","137","153","yaml","=========","test_created","tests/snippet_tests_working/test_snippets_batch_35.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","197","215","yaml","------------","test_created","tests/snippet_tests_working/test_snippets_batch_36.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","223","227","yaml","-----------------------","test_created","tests/snippet_tests_working/test_snippets_batch_36.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","265","271","python","- **Available resources** (memory, GPU, time)","test_created","tests/snippet_tests_working/test_snippets_batch_36.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","284","291","yaml","-------------","test_created","tests/snippet_tests_working/test_snippets_batch_36.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","299","304","python","--------","test_created","tests/snippet_tests_working/test_snippets_batch_36.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","335","341","python","---------------------","test_created","tests/snippet_tests_working/test_snippets_batch_36.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","352","366","yaml","Pipeline Imports","test_created","tests/snippet_tests_working/test_snippets_batch_36.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","386","401","yaml","Error Strategies","test_created","tests/snippet_tests_working/test_snippets_batch_36.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","422","434","yaml","------------------","test_created","tests/snippet_tests_working/test_snippets_batch_36.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","442","449","yaml","-------","test_created","tests/snippet_tests_working/test_snippets_batch_36.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","457","462","yaml","------------------","test_created","tests/snippet_tests_working/test_snippets_batch_37.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","483","494","yaml","----------------","test_created","tests/snippet_tests_working/test_snippets_batch_37.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","502","505","yaml","-----------------","test_created","tests/snippet_tests_working/test_snippets_batch_37.py","Working test created with basic validation"
"docs_sphinx/concepts.rst","523","533","","Pipeline Organization","test_created","tests/snippet_tests_working/test_snippets_batch_37.py","Working test created with basic validation"
"docs_sphinx/quickstart.rst","15","15","inline","Inline code: summarize.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_37.py","Working test created with basic validation"
"docs_sphinx/quickstart.rst","19","59","yaml","--------------------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_37.py","Working test created with basic validation"
"docs_sphinx/quickstart.rst","67","87","python","------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_37.py","Working test created with basic validation"
"docs_sphinx/quickstart.rst","92","92","inline","Inline code: quantum_computing_summary.txt","test_created","tests/snippet_tests_working/test_snippets_batch_37.py","Working test created with basic validation"
"docs_sphinx/quickstart.rst","93","93","inline","Inline code: sustainable_energy_summary.txt","test_created","tests/snippet_tests_working/test_snippets_batch_37.py","Working test created with basic validation"
"docs_sphinx/quickstart.rst","107","179","yaml","------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_37.py","Working test created with basic validation"
"docs_sphinx/quickstart.rst","192","201","yaml","----------------------","test_created","tests/snippet_tests_working/test_snippets_batch_38.py","Working test created with basic validation"
"docs_sphinx/quickstart.rst","206","218","yaml","url: ""https://example.com""","test_created","tests/snippet_tests_working/test_snippets_batch_38.py","Working test created with basic validation"
"docs_sphinx/quickstart.rst","223","238","yaml","content: ""Your content""","test_created","tests/snippet_tests_working/test_snippets_batch_38.py","Working test created with basic validation"
"docs_sphinx/quickstart.rst","246","254","yaml","===============","test_created","tests/snippet_tests_working/test_snippets_batch_38.py","Working test created with basic validation"
"docs_sphinx/quickstart.rst","264","288","yaml","====================","test_created","tests/snippet_tests_working/test_snippets_batch_38.py","Working test created with basic validation"
"docs_sphinx/quickstart.rst","296","309","yaml","==============","test_created","tests/snippet_tests_working/test_snippets_batch_38.py","Working test created with basic validation"
"docs_sphinx/quickstart.rst","317","332","python","===================","test_created","tests/snippet_tests_working/test_snippets_batch_38.py","Working test created with basic validation"
"docs_sphinx/installation.rst","34","41","bash","Using pip (Recommended)","test_created","tests/snippet_tests_working/test_snippets_batch_38.py","Working test created with basic validation"
"docs_sphinx/installation.rst","47","53","bash","Using conda","test_created","tests/snippet_tests_working/test_snippets_batch_38.py","Working test created with basic validation"
